"ItinID","MktID","MktCoupons","Year","Quarter","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCountry","OriginStateFips","OriginState","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCountry","DestStateFips","DestState","DestStateName","DestWac","AirportGroup","WacGroup","TkCarrierChange","TkCarrierGroup","OpCarrierChange","OpCarrierGroup","RPCarrier","TkCarrier","OpCarrier","BulkFare","Passengers","MktFare","MktDistance","MktDistanceGroup","MktMilesFlown","NonStopMiles","ItinGeoType","MktGeoType",
202213853587,20221385358701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,4.00,337.00,999.00,2,999.00,999.00,2,2,
202213853588,20221385358801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,337.00,999.00,2,999.00,999.00,2,2,
202213853589,20221385358901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,338.00,999.00,2,999.00,999.00,2,2,
202213853590,20221385359001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,4.00,342.00,999.00,2,999.00,999.00,2,2,
202213853591,20221385359101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,372.00,999.00,2,999.00,999.00,2,2,
202213853592,20221385359201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,375.00,999.00,2,999.00,999.00,2,2,
202213853593,20221385359301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,387.00,999.00,2,999.00,999.00,2,2,
202213853594,20221385359401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,412.00,999.00,2,999.00,999.00,2,2,
202213853595,20221385359501,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,418.00,999.00,2,999.00,999.00,2,2,
202213853596,20221385359601,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,452.00,999.00,2,999.00,999.00,2,2,
202213853597,20221385359701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,568.00,999.00,2,999.00,999.00,2,2,
202213853598,20221385359801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,4.00,573.00,999.00,2,999.00,999.00,2,2,
202213853599,20221385359901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,593.00,999.00,2,999.00,999.00,2,2,
202213853600,20221385360001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,598.00,999.00,2,999.00,999.00,2,2,
202213853601,20221385360101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,613.00,999.00,2,999.00,999.00,2,2,
202213853602,20221385360201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,622.00,999.00,2,999.00,999.00,2,2,
202213853603,20221385360301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,624.00,999.00,2,999.00,999.00,2,2,
202213853604,20221385360401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,4.83,999.00,2,999.00,999.00,2,2,
202213853604,20221385360402,2,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:AUS:DAL","87:74:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,3.00,6.17,1275.00,3,1275.00,999.00,2,2,
202213853605,20221385360501,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,163.86,999.00,2,999.00,999.00,2,2,
202213853605,20221385360502,2,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:AUS:DAL","87:74:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,209.14,1275.00,3,1275.00,999.00,2,2,
202213853606,20221385360601,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,193.30,999.00,2,999.00,999.00,2,2,
202213853606,20221385360602,2,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:AUS:DAL","87:74:74",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,246.70,1275.00,3,1275.00,999.00,2,2,
202213853607,20221385360701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,3.65,999.00,2,999.00,999.00,2,2,
202213853607,20221385360702,2,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,15304,1530402,33195,"TPA","US","12","FL","Florida",33,"SLC:AUS:TPA","87:74:33",0.00,"WN:WN",0.00,"WN:WN","WN","WN","WN",0.00,1.00,7.35,2014.00,5,2014.00,1888.00,2,2,
202213853608,20221385360801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,2.50,999.00,2,999.00,999.00,2,2,
202213853608,20221385360802,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,2.50,999.00,2,999.00,999.00,2,2,
202213853609,20221385360901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,153.00,5.50,999.00,2,999.00,999.00,2,2,
202213853609,20221385360902,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,153.00,5.50,999.00,2,999.00,999.00,2,2,
202213853610,20221385361001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,6.00,51.50,999.00,2,999.00,999.00,2,2,
202213853610,20221385361002,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,6.00,51.50,999.00,2,999.00,999.00,2,2,
202213853611,20221385361101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,64.00,999.00,2,999.00,999.00,2,2,
202213853611,20221385361102,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,64.00,999.00,2,999.00,999.00,2,2,
202213853612,20221385361201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,64.50,999.00,2,999.00,999.00,2,2,
202213853612,20221385361202,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,64.50,999.00,2,999.00,999.00,2,2,
202213853613,20221385361301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,68.00,999.00,2,999.00,999.00,2,2,
202213853613,20221385361302,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,68.00,999.00,2,999.00,999.00,2,2,
202213853614,20221385361401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,72.50,999.00,2,999.00,999.00,2,2,
202213853614,20221385361402,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,72.50,999.00,2,999.00,999.00,2,2,
202213853615,20221385361501,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,75.00,999.00,2,999.00,999.00,2,2,
202213853615,20221385361502,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,75.00,999.00,2,999.00,999.00,2,2,
202213853616,20221385361601,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,75.00,999.00,2,999.00,999.00,2,2,
202213853616,20221385361602,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,75.00,999.00,2,999.00,999.00,2,2,
202213853617,20221385361701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,76.50,999.00,2,999.00,999.00,2,2,
202213853617,20221385361702,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,76.50,999.00,2,999.00,999.00,2,2,
202213853618,20221385361801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,78.50,999.00,2,999.00,999.00,2,2,
202213853618,20221385361802,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,78.50,999.00,2,999.00,999.00,2,2,
202213853619,20221385361901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,80.50,999.00,2,999.00,999.00,2,2,
202213853619,20221385361902,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,80.50,999.00,2,999.00,999.00,2,2,
202213853620,20221385362001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,6.00,83.50,999.00,2,999.00,999.00,2,2,
202213853620,20221385362002,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,6.00,83.50,999.00,2,999.00,999.00,2,2,
202213853621,20221385362101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,85.00,999.00,2,999.00,999.00,2,2,
202213853621,20221385362102,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,85.00,999.00,2,999.00,999.00,2,2,
202213853622,20221385362201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,87.50,999.00,2,999.00,999.00,2,2,
202213853622,20221385362202,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,87.50,999.00,2,999.00,999.00,2,2,
202213853623,20221385362301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,88.00,999.00,2,999.00,999.00,2,2,
202213853623,20221385362302,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,88.00,999.00,2,999.00,999.00,2,2,
202213853624,20221385362401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,88.50,999.00,2,999.00,999.00,2,2,
202213853624,20221385362402,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,88.50,999.00,2,999.00,999.00,2,2,
202213853625,20221385362501,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,88.50,999.00,2,999.00,999.00,2,2,
202213853625,20221385362502,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,88.50,999.00,2,999.00,999.00,2,2,
202213853626,20221385362601,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,88.50,999.00,2,999.00,999.00,2,2,
202213853626,20221385362602,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,88.50,999.00,2,999.00,999.00,2,2,
202213853627,20221385362701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,91.00,999.00,2,999.00,999.00,2,2,
202213853627,20221385362702,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,91.00,999.00,2,999.00,999.00,2,2,
202213853628,20221385362801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,91.00,999.00,2,999.00,999.00,2,2,
202213853628,20221385362802,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,91.00,999.00,2,999.00,999.00,2,2,
202213853629,20221385362901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,91.50,999.00,2,999.00,999.00,2,2,
202213853629,20221385362902,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,91.50,999.00,2,999.00,999.00,2,2,
202213853630,20221385363001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,93.50,999.00,2,999.00,999.00,2,2,
202213853630,20221385363002,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,93.50,999.00,2,999.00,999.00,2,2,
202213853631,20221385363101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,94.00,999.00,2,999.00,999.00,2,2,
202213853631,20221385363102,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,94.00,999.00,2,999.00,999.00,2,2,
202213853632,20221385363201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,97.50,999.00,2,999.00,999.00,2,2,
202213853632,20221385363202,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,97.50,999.00,2,999.00,999.00,2,2,
202213853633,20221385363301,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,98.50,999.00,2,999.00,999.00,2,2,
202213853633,20221385363302,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,2.00,98.50,999.00,2,999.00,999.00,2,2,
202213853634,20221385363401,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,4.00,98.50,999.00,2,999.00,999.00,2,2,
202213853634,20221385363402,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,4.00,98.50,999.00,2,999.00,999.00,2,2,
202213853635,20221385363501,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,99.50,999.00,2,999.00,999.00,2,2,
202213853635,20221385363502,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,99.50,999.00,2,999.00,999.00,2,2,
202213853636,20221385363601,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,101.00,999.00,2,999.00,999.00,2,2,
202213853636,20221385363602,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,101.00,999.00,2,999.00,999.00,2,2,
202213853637,20221385363701,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,101.00,999.00,2,999.00,999.00,2,2,
202213853637,20221385363702,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,3.00,101.00,999.00,2,999.00,999.00,2,2,
202213853638,20221385363801,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,102.00,999.00,2,999.00,999.00,2,2,
202213853638,20221385363802,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,102.00,999.00,2,999.00,999.00,2,2,
202213853639,20221385363901,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,102.00,999.00,2,999.00,999.00,2,2,
202213853639,20221385363902,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,102.00,999.00,2,999.00,999.00,2,2,
202213853640,20221385364001,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,103.00,999.00,2,999.00,999.00,2,2,
202213853640,20221385364002,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,103.00,999.00,2,999.00,999.00,2,2,
202213853641,20221385364101,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,104.50,999.00,2,999.00,999.00,2,2,
202213853641,20221385364102,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,104.50,999.00,2,999.00,999.00,2,2,
202213853642,20221385364201,1,2022,1,11259,1125904,30194,"DAL","US","48","TX","Texas",74,14869,1486903,34614,"SLC","US","49","UT","Utah",87,"DAL:SLC","74:87",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,104.50,999.00,2,999.00,999.00,2,2,
202213853642,20221385364202,1,2022,1,14869,1486903,34614,"SLC","US","49","UT","Utah",87,11259,1125904,30194,"DAL","US","48","TX","Texas",74,"SLC:DAL","87:74",0.00,"WN",0.00,"WN","WN","WN","WN",0.00,1.00,104.50,999.00,2,999.00,999.00,2,2,
