SEATS,PASSENGERS,DISTANCE,CARRIER,ORIGIN,DEST,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,MONTH
0.0,0.0,0.0,NK,ATL,ATL,722,1,4
0.0,0.0,0.0,NK,ATL,ATL,722,1,9
0.0,0.0,0.0,NK,AUS,AUS,699,1,2
0.0,0.0,0.0,NK,AUS,AUS,699,1,3
0.0,0.0,0.0,NK,AUS,AUS,722,1,4
0.0,0.0,0.0,NK,BDL,BDL,694,1,4
0.0,0.0,0.0,NK,BDL,BDL,694,1,9
0.0,0.0,0.0,NK,BDL,BDL,722,1,1
0.0,0.0,0.0,NK,BNA,BNA,694,1,1
0.0,0.0,0.0,NK,BNA,BNA,694,1,4
0.0,0.0,0.0,NK,BNA,BNA,694,1,9
0.0,0.0,0.0,NK,BNA,BNA,698,1,4
0.0,0.0,0.0,NK,BOI,BOI,694,1,4
0.0,0.0,0.0,NK,BOI,BOI,722,1,1
0.0,0.0,0.0,NK,BOS,BOS,694,1,1
0.0,0.0,0.0,NK,BOS,BOS,694,1,2
0.0,0.0,0.0,NK,BOS,BOS,694,1,3
0.0,0.0,0.0,NK,BOS,BOS,694,1,4
0.0,0.0,0.0,NK,BOS,BOS,694,1,9
0.0,0.0,0.0,NK,BOS,BOS,699,1,1
0.0,0.0,0.0,NK,BOS,BOS,699,1,2
0.0,0.0,0.0,NK,BOS,BOS,722,1,3
0.0,0.0,0.0,NK,BOS,BOS,722,1,9
0.0,0.0,0.0,NK,BUR,BUR,694,1,4
0.0,0.0,0.0,NK,BUR,BUR,722,1,2
0.0,0.0,0.0,NK,BUR,BUR,722,1,9
0.0,0.0,0.0,NK,BWI,BWI,694,1,1
0.0,0.0,0.0,NK,BWI,BWI,694,1,2
0.0,0.0,0.0,NK,BWI,BWI,694,1,3
0.0,0.0,0.0,NK,BWI,BWI,694,1,4
0.0,0.0,0.0,NK,BWI,BWI,694,1,9
0.0,0.0,0.0,NK,BWI,BWI,698,1,2
0.0,0.0,0.0,NK,BWI,BWI,698,1,3
0.0,0.0,0.0,NK,BWI,BWI,698,1,4
0.0,0.0,0.0,NK,BWI,BWI,699,1,2
0.0,0.0,0.0,NK,BWI,BWI,699,1,3
0.0,0.0,0.0,NK,BWI,BWI,699,1,4
0.0,0.0,0.0,NK,BWI,BWI,721,1,9
0.0,0.0,0.0,NK,BWI,BWI,722,1,3
0.0,0.0,0.0,NK,BWI,BWI,722,1,9
0.0,0.0,0.0,NK,CHS,CHS,694,1,2
0.0,0.0,0.0,NK,CHS,CHS,722,1,9
0.0,0.0,0.0,NK,CLE,CLE,699,1,1
0.0,0.0,0.0,NK,CLE,CLE,722,1,3
0.0,0.0,0.0,NK,CLT,CLT,694,1,2
0.0,0.0,0.0,NK,CLT,CLT,694,1,4
0.0,0.0,0.0,NK,CLT,CLT,699,1,2
0.0,0.0,0.0,NK,CLT,CLT,699,1,4
0.0,0.0,0.0,NK,CLT,CLT,721,1,4
0.0,0.0,0.0,NK,CLT,CLT,722,1,1
0.0,0.0,0.0,NK,CLT,CLT,722,1,2
0.0,0.0,0.0,NK,CLT,CLT,722,1,3
0.0,0.0,0.0,NK,CMH,CMH,694,1,1
0.0,0.0,0.0,NK,CMH,CMH,694,1,9
0.0,0.0,0.0,NK,CMH,CMH,721,1,4
0.0,0.0,0.0,NK,CMH,CMH,722,1,4
0.0,0.0,0.0,NK,DFW,DFW,694,1,1
0.0,0.0,0.0,NK,DFW,DFW,694,1,2
0.0,0.0,0.0,NK,DFW,DFW,694,1,3
0.0,0.0,0.0,NK,DFW,DFW,694,1,4
0.0,0.0,0.0,NK,DFW,DFW,699,1,2
0.0,0.0,0.0,NK,DFW,DFW,699,1,3
0.0,0.0,0.0,NK,DFW,DFW,699,1,4
0.0,0.0,0.0,NK,DFW,DFW,721,1,9
0.0,0.0,0.0,NK,DFW,DFW,722,1,1
0.0,0.0,0.0,NK,DFW,DFW,722,1,3
0.0,0.0,0.0,NK,DFW,DFW,722,1,4
0.0,0.0,0.0,NK,DFW,DFW,722,1,9
0.0,0.0,0.0,NK,DTW,DTW,694,1,1
0.0,0.0,0.0,NK,DTW,DTW,694,1,2
0.0,0.0,0.0,NK,DTW,DTW,694,1,3
0.0,0.0,0.0,NK,DTW,DTW,694,1,4
0.0,0.0,0.0,NK,DTW,DTW,694,1,9
0.0,0.0,0.0,NK,DTW,DTW,698,1,2
0.0,0.0,0.0,NK,DTW,DTW,699,1,3
0.0,0.0,0.0,NK,DTW,DTW,699,1,4
0.0,0.0,0.0,NK,DTW,DTW,721,1,1
0.0,0.0,0.0,NK,DTW,DTW,721,1,2
0.0,0.0,0.0,NK,DTW,DTW,721,1,3
0.0,0.0,0.0,NK,DTW,DTW,722,1,1
0.0,0.0,0.0,NK,DTW,DTW,722,1,3
0.0,0.0,0.0,NK,DTW,DTW,722,1,4
0.0,0.0,0.0,NK,DTW,DTW,722,1,9
0.0,0.0,0.0,NK,EWR,EWR,694,1,1
0.0,0.0,0.0,NK,EWR,EWR,694,1,2
0.0,0.0,0.0,NK,EWR,EWR,694,1,3
0.0,0.0,0.0,NK,EWR,EWR,694,1,4
0.0,0.0,0.0,NK,EWR,EWR,694,1,9
0.0,0.0,0.0,NK,EWR,EWR,699,1,2
0.0,0.0,0.0,NK,EWR,EWR,699,1,3
0.0,0.0,0.0,NK,EWR,EWR,699,1,4
0.0,0.0,0.0,NK,EWR,EWR,699,1,9
0.0,0.0,0.0,NK,EWR,EWR,722,1,1
0.0,0.0,0.0,NK,EWR,EWR,722,1,3
0.0,0.0,0.0,NK,EWR,EWR,722,1,4
0.0,0.0,0.0,NK,EWR,EWR,722,1,9
0.0,0.0,0.0,NK,FLL,FLL,694,1,1
0.0,0.0,0.0,NK,FLL,FLL,694,1,3
0.0,0.0,0.0,NK,FLL,FLL,694,1,4
0.0,0.0,0.0,NK,FLL,FLL,694,1,9
0.0,0.0,0.0,NK,FLL,FLL,698,1,4
0.0,0.0,0.0,NK,FLL,FLL,698,1,9
0.0,0.0,0.0,NK,FLL,FLL,699,1,1
0.0,0.0,0.0,NK,FLL,FLL,699,1,2
0.0,0.0,0.0,NK,FLL,FLL,699,1,3
0.0,0.0,0.0,NK,FLL,FLL,699,1,4
0.0,0.0,0.0,NK,FLL,FLL,699,1,9
0.0,0.0,0.0,NK,FLL,FLL,721,1,3
0.0,0.0,0.0,NK,FLL,FLL,721,1,4
0.0,0.0,0.0,NK,FLL,FLL,721,1,9
0.0,0.0,0.0,NK,FLL,FLL,722,1,1
0.0,0.0,0.0,NK,FLL,FLL,722,1,2
0.0,0.0,0.0,NK,FLL,FLL,722,1,3
0.0,0.0,0.0,NK,FLL,FLL,722,1,4
0.0,0.0,0.0,NK,FLL,FLL,722,1,9
0.0,0.0,0.0,NK,IAH,IAH,694,1,1
0.0,0.0,0.0,NK,IAH,IAH,694,1,2
0.0,0.0,0.0,NK,IAH,IAH,694,1,3
0.0,0.0,0.0,NK,IAH,IAH,694,1,4
0.0,0.0,0.0,NK,IAH,IAH,694,1,9
0.0,0.0,0.0,NK,IAH,IAH,698,1,1
0.0,0.0,0.0,NK,IAH,IAH,698,1,3
0.0,0.0,0.0,NK,IAH,IAH,699,1,1
0.0,0.0,0.0,NK,IAH,IAH,699,1,3
0.0,0.0,0.0,NK,IAH,IAH,699,1,4
0.0,0.0,0.0,NK,IAH,IAH,699,1,9
0.0,0.0,0.0,NK,IAH,IAH,721,1,9
0.0,0.0,0.0,NK,IAH,IAH,722,1,1
0.0,0.0,0.0,NK,IAH,IAH,722,1,3
0.0,0.0,0.0,NK,IAH,IAH,722,1,4
0.0,0.0,0.0,NK,IAH,IAH,722,1,9
0.0,0.0,0.0,NK,IND,IND,694,1,4
0.0,0.0,0.0,NK,IND,IND,699,1,1
0.0,0.0,0.0,NK,IND,IND,699,1,3
0.0,0.0,0.0,NK,IND,IND,699,1,4
0.0,0.0,0.0,NK,LAS,LAS,694,1,1
0.0,0.0,0.0,NK,LAS,LAS,694,1,2
0.0,0.0,0.0,NK,LAS,LAS,694,1,3
0.0,0.0,0.0,NK,LAS,LAS,694,1,4
0.0,0.0,0.0,NK,LAS,LAS,694,1,9
0.0,0.0,0.0,NK,LAS,LAS,698,1,1
0.0,0.0,0.0,NK,LAS,LAS,699,1,1
0.0,0.0,0.0,NK,LAS,LAS,699,1,9
0.0,0.0,0.0,NK,LAS,LAS,721,1,9
0.0,0.0,0.0,NK,LAS,LAS,722,1,1
0.0,0.0,0.0,NK,LAS,LAS,722,1,2
0.0,0.0,0.0,NK,LAS,LAS,722,1,3
0.0,0.0,0.0,NK,LAS,LAS,722,1,4
0.0,0.0,0.0,NK,LAS,LAS,722,1,9
0.0,0.0,0.0,NK,LAX,LAX,694,1,1
0.0,0.0,0.0,NK,LAX,LAX,694,1,2
0.0,0.0,0.0,NK,LAX,LAX,694,1,3
0.0,0.0,0.0,NK,LAX,LAX,694,1,9
0.0,0.0,0.0,NK,LAX,LAX,699,1,9
0.0,0.0,0.0,NK,LAX,LAX,721,1,1
0.0,0.0,0.0,NK,LAX,LAX,721,1,4
0.0,0.0,0.0,NK,LAX,LAX,721,1,9
0.0,0.0,0.0,NK,LAX,LAX,722,1,1
0.0,0.0,0.0,NK,LAX,LAX,722,1,3
0.0,0.0,0.0,NK,LAX,LAX,722,1,4
0.0,0.0,0.0,NK,LAX,LAX,722,1,9
0.0,0.0,0.0,NK,LGA,LGA,694,1,1
0.0,0.0,0.0,NK,LGA,LGA,694,1,9
0.0,0.0,0.0,NK,LGA,LGA,699,1,2
0.0,0.0,0.0,NK,LGA,LGA,699,1,3
0.0,0.0,0.0,NK,LGA,LGA,699,1,4
0.0,0.0,0.0,NK,LGA,LGA,699,1,9
0.0,0.0,0.0,NK,LGA,LGA,721,1,2
0.0,0.0,0.0,NK,LGA,LGA,721,1,3
0.0,0.0,0.0,NK,LGA,LGA,721,1,4
0.0,0.0,0.0,NK,LGA,LGA,722,1,4
0.0,0.0,0.0,NK,MCI,MCI,694,1,1
0.0,0.0,0.0,NK,MCI,MCI,694,1,9
0.0,0.0,0.0,NK,MCO,MCO,694,1,1
0.0,0.0,0.0,NK,MCO,MCO,694,1,3
0.0,0.0,0.0,NK,MCO,MCO,694,1,4
0.0,0.0,0.0,NK,MCO,MCO,694,1,9
0.0,0.0,0.0,NK,MCO,MCO,698,1,1
0.0,0.0,0.0,NK,MCO,MCO,698,1,3
0.0,0.0,0.0,NK,MCO,MCO,698,1,4
0.0,0.0,0.0,NK,MCO,MCO,699,1,1
0.0,0.0,0.0,NK,MCO,MCO,699,1,3
0.0,0.0,0.0,NK,MCO,MCO,699,1,4
0.0,0.0,0.0,NK,MCO,MCO,721,1,3
0.0,0.0,0.0,NK,MCO,MCO,722,1,1
0.0,0.0,0.0,NK,MCO,MCO,722,1,2
0.0,0.0,0.0,NK,MCO,MCO,722,1,3
0.0,0.0,0.0,NK,MCO,MCO,722,1,4
0.0,0.0,0.0,NK,MCO,MCO,722,1,9
0.0,0.0,0.0,NK,MIA,MIA,694,1,3
0.0,0.0,0.0,NK,MIA,MIA,698,1,1
0.0,0.0,0.0,NK,MIA,MIA,698,1,2
0.0,0.0,0.0,NK,MIA,MIA,699,1,1
0.0,0.0,0.0,NK,MIA,MIA,699,1,3
0.0,0.0,0.0,NK,MIA,MIA,721,1,2
0.0,0.0,0.0,NK,MIA,MIA,722,1,1
0.0,0.0,0.0,NK,MIA,MIA,722,1,3
0.0,0.0,0.0,NK,MIA,MIA,722,1,4
0.0,0.0,0.0,NK,MSP,MSP,694,1,1
0.0,0.0,0.0,NK,MSP,MSP,699,1,9
0.0,0.0,0.0,NK,MSP,MSP,722,1,2
0.0,0.0,0.0,NK,MSY,MSY,694,1,1
0.0,0.0,0.0,NK,MSY,MSY,694,1,3
0.0,0.0,0.0,NK,MSY,MSY,694,1,9
0.0,0.0,0.0,NK,MSY,MSY,699,1,9
0.0,0.0,0.0,NK,MSY,MSY,722,1,1
0.0,0.0,0.0,NK,MSY,MSY,722,1,2
0.0,0.0,0.0,NK,MSY,MSY,722,1,4
0.0,0.0,0.0,NK,MYR,MYR,694,1,3
0.0,0.0,0.0,NK,MYR,MYR,694,1,4
0.0,0.0,0.0,NK,MYR,MYR,699,1,3
0.0,0.0,0.0,NK,MYR,MYR,722,1,3
0.0,0.0,0.0,NK,OAK,OAK,694,1,1
0.0,0.0,0.0,NK,OAK,OAK,694,1,4
0.0,0.0,0.0,NK,OAK,OAK,722,1,9
0.0,0.0,0.0,NK,ORD,ORD,694,1,4
0.0,0.0,0.0,NK,ORD,ORD,694,1,9
0.0,0.0,0.0,NK,ORD,ORD,699,1,1
0.0,0.0,0.0,NK,ORD,ORD,699,1,2
0.0,0.0,0.0,NK,ORD,ORD,699,1,3
0.0,0.0,0.0,NK,ORD,ORD,699,1,4
0.0,0.0,0.0,NK,ORD,ORD,699,1,9
0.0,0.0,0.0,NK,ORD,ORD,721,1,3
0.0,0.0,0.0,NK,ORD,ORD,721,1,9
0.0,0.0,0.0,NK,ORD,ORD,722,1,1
0.0,0.0,0.0,NK,ORD,ORD,722,1,2
0.0,0.0,0.0,NK,ORD,ORD,722,1,3
0.0,0.0,0.0,NK,ORD,ORD,722,1,9
0.0,0.0,0.0,NK,ORF,ORF,694,1,1
0.0,0.0,0.0,NK,ORF,ORF,694,1,9
0.0,0.0,0.0,NK,ORF,ORF,722,1,3
0.0,0.0,0.0,NK,PBI,PBI,694,1,1
0.0,0.0,0.0,NK,PDX,PDX,721,1,9
0.0,0.0,0.0,NK,PHL,PHL,694,1,1
0.0,0.0,0.0,NK,PHL,PHL,699,1,1
0.0,0.0,0.0,NK,PHL,PHL,699,1,3
0.0,0.0,0.0,NK,PHL,PHL,722,1,1
0.0,0.0,0.0,NK,PHL,PHL,722,1,2
0.0,0.0,0.0,NK,PHL,PHL,722,1,3
0.0,0.0,0.0,NK,PHL,PHL,722,1,4
0.0,0.0,0.0,NK,PHX,PHX,694,1,1
0.0,0.0,0.0,NK,PHX,PHX,694,1,3
0.0,0.0,0.0,NK,PHX,PHX,694,1,4
0.0,0.0,0.0,NK,PHX,PHX,722,1,3
0.0,0.0,0.0,NK,PIT,PIT,694,1,3
0.0,0.0,0.0,NK,PIT,PIT,694,1,9
0.0,0.0,0.0,NK,PIT,PIT,722,1,2
0.0,0.0,0.0,NK,RIC,RIC,694,1,4
0.0,0.0,0.0,NK,RNO,RNO,722,1,3
0.0,0.0,0.0,NK,RNO,RNO,722,1,4
0.0,0.0,0.0,NK,RSW,RSW,694,1,1
0.0,0.0,0.0,NK,RSW,RSW,698,1,2
0.0,0.0,0.0,NK,RSW,RSW,699,1,3
0.0,0.0,0.0,NK,RSW,RSW,722,1,4
0.0,0.0,0.0,NK,SAN,SAN,694,1,4
0.0,0.0,0.0,NK,SAT,SAT,694,1,1
0.0,0.0,0.0,NK,SAT,SAT,694,1,3
0.0,0.0,0.0,NK,SAT,SAT,699,1,9
0.0,0.0,0.0,NK,SAT,SAT,722,1,1
0.0,0.0,0.0,NK,SAT,SAT,722,1,9
0.0,0.0,0.0,NK,SDF,SDF,699,1,3
0.0,0.0,0.0,NK,SDF,SDF,699,1,4
0.0,0.0,0.0,NK,SDF,SDF,722,1,4
0.0,0.0,0.0,NK,SEA,SEA,721,1,9
0.0,0.0,0.0,NK,SJC,SJC,722,1,1
0.0,0.0,0.0,NK,SJU,SJU,694,1,1
0.0,0.0,0.0,NK,SJU,SJU,694,1,3
0.0,0.0,0.0,NK,SJU,SJU,694,1,4
0.0,0.0,0.0,NK,SJU,SJU,698,1,9
0.0,0.0,0.0,NK,SJU,SJU,699,1,3
0.0,0.0,0.0,NK,SJU,SJU,699,1,4
0.0,0.0,0.0,NK,SJU,SJU,699,1,9
0.0,0.0,0.0,NK,SJU,SJU,722,1,1
0.0,0.0,0.0,NK,SJU,SJU,722,1,2
0.0,0.0,0.0,NK,SJU,SJU,722,1,3
0.0,0.0,0.0,NK,SJU,SJU,722,1,9
0.0,0.0,0.0,NK,SLC,SLC,722,1,1
0.0,0.0,0.0,NK,SLC,SLC,722,1,3
0.0,0.0,0.0,NK,SMF,SMF,722,1,9
0.0,0.0,0.0,NK,SNA,SNA,694,1,3
0.0,0.0,0.0,NK,SNA,SNA,694,1,9
0.0,0.0,0.0,NK,SNA,SNA,722,1,2
0.0,0.0,0.0,NK,STL,STL,699,1,1
0.0,0.0,0.0,NK,STL,STL,699,1,4
0.0,0.0,0.0,NK,STT,STT,722,1,4
0.0,0.0,0.0,NK,TPA,TPA,694,1,1
0.0,0.0,0.0,NK,TPA,TPA,694,1,2
0.0,0.0,0.0,NK,TPA,TPA,694,1,3
0.0,0.0,0.0,NK,TPA,TPA,694,1,9
0.0,0.0,0.0,NK,TPA,TPA,698,1,3
0.0,0.0,0.0,NK,TPA,TPA,699,1,9
0.0,0.0,0.0,NK,TPA,TPA,722,1,1
0.0,0.0,0.0,NK,TPA,TPA,722,1,2
0.0,0.0,0.0,NK,TPA,TPA,722,1,3
0.0,0.0,0.0,NK,TPA,TPA,722,1,4
0.0,0.0,0.0,PO,ANC,ANC,627,2,10
0.0,0.0,0.0,PO,ANC,ANC,627,2,12
0.0,0.0,0.0,PO,ANC,ANC,821,2,2
0.0,0.0,0.0,PO,ANC,ANC,821,2,12
0.0,0.0,0.0,PO,CVG,CVG,627,2,1
0.0,0.0,0.0,PO,CVG,CVG,627,2,3
0.0,0.0,0.0,PO,CVG,CVG,627,2,10
0.0,0.0,0.0,PO,CVG,CVG,627,2,12
0.0,0.0,0.0,PO,CVG,CVG,821,2,2
0.0,0.0,0.0,PO,CVG,CVG,821,2,6
0.0,0.0,0.0,PO,CVG,CVG,821,2,9
0.0,0.0,0.0,PO,CVG,CVG,821,2,12
0.0,0.0,0.0,PO,FAI,FAI,627,2,2
0.0,0.0,0.0,PO,LAX,LAX,627,2,9
0.0,0.0,0.0,PO,LAX,LAX,821,2,3
0.0,0.0,0.0,PO,LAX,LAX,821,2,6
0.0,0.0,0.0,U7,AFW,AFW,655,2,3
0.0,0.0,0.0,U7,BQK,BQK,655,2,10
0.0,0.0,0.0,U7,BQK,BQK,715,2,5
0.0,0.0,0.0,U7,CHA,CHA,655,2,1
0.0,0.0,0.0,U7,CLE,CLE,681,2,1
0.0,0.0,0.0,U7,DTW,DTW,655,2,4
0.0,0.0,0.0,U7,IAG,IAG,655,2,4
0.0,0.0,0.0,U7,LRD,LRD,655,2,1
0.0,0.0,0.0,U7,LRD,LRD,655,2,2
0.0,0.0,0.0,U7,LRD,LRD,655,2,3
0.0,0.0,0.0,U7,LRD,LRD,655,2,4
0.0,0.0,0.0,U7,LRD,LRD,655,2,5
0.0,0.0,0.0,U7,LRD,LRD,655,2,5
0.0,0.0,0.0,U7,LRD,LRD,655,2,8
0.0,0.0,0.0,U7,LRD,LRD,655,2,11
0.0,0.0,0.0,U7,LRD,LRD,655,2,11
0.0,0.0,0.0,U7,LRD,LRD,681,2,1
0.0,0.0,0.0,U7,LRD,LRD,681,2,2
0.0,0.0,0.0,U7,LRD,LRD,681,2,3
0.0,0.0,0.0,U7,LRD,LRD,681,2,4
0.0,0.0,0.0,U7,LRD,LRD,715,2,3
0.0,0.0,0.0,U7,LRD,LRD,715,2,7
0.0,0.0,0.0,U7,LRD,LRD,715,2,10
0.0,0.0,0.0,U7,LRD,LRD,715,2,10
0.0,0.0,0.0,U7,MCI,MCI,655,2,3
0.0,0.0,0.0,U7,MCI,MCI,655,2,6
0.0,0.0,0.0,U7,MCI,MCI,681,2,3
0.0,0.0,0.0,U7,OSC,OSC,681,2,1
0.0,0.0,0.0,U7,SFB,SFB,655,2,2
0.0,0.0,0.0,U7,SHV,SHV,715,2,8
0.0,0.0,0.0,U7,STL,STL,655,2,4
0.0,0.0,0.0,U7,SUS,SUS,655,2,3
0.0,0.0,0.0,U7,YIP,YIP,655,2,1
0.0,0.0,0.0,U7,YIP,YIP,655,2,2
0.0,0.0,0.0,U7,YIP,YIP,655,2,3
0.0,0.0,0.0,U7,YIP,YIP,655,2,4
0.0,0.0,0.0,U7,YIP,YIP,655,2,6
0.0,0.0,0.0,U7,YIP,YIP,655,2,6
0.0,0.0,0.0,U7,YIP,YIP,655,2,8
0.0,0.0,0.0,U7,YIP,YIP,655,2,10
0.0,0.0,0.0,U7,YIP,YIP,655,2,12
0.0,0.0,0.0,U7,YIP,YIP,681,2,1
0.0,0.0,0.0,U7,YIP,YIP,681,2,2
0.0,0.0,0.0,U7,YIP,YIP,715,2,7
0.0,0.0,0.0,U7,YIP,YIP,715,2,10
0.0,0.0,0.0,X9,AFW,AFW,626,1,3
0.0,0.0,4.0,7S,KUK,NUP,35,2,5
0.0,0.0,4.0,7S,NUP,KUK,412,2,5
0.0,0.0,5.0,7S,SMK,WBB,412,2,5
0.0,0.0,5.0,7S,SMK,WBB,412,2,6
0.0,0.0,5.0,7S,SMK,WBB,412,2,9
0.0,0.0,5.0,7S,SMK,WBB,412,2,10
0.0,0.0,5.0,7S,SMK,WBB,412,2,12
0.0,0.0,5.0,7S,WBB,SMK,412,2,2
0.0,0.0,5.0,7S,WBB,SMK,412,2,3
0.0,0.0,5.0,7S,WBB,SMK,412,2,9
0.0,0.0,5.0,7S,WBB,SMK,412,2,11
0.0,0.0,6.0,7S,ATT,NUP,412,2,10
0.0,0.0,6.0,7S,BET,PKA,412,2,4
0.0,0.0,6.0,7S,BET,PKA,412,2,6
0.0,0.0,6.0,7S,BET,PKA,412,2,7
0.0,0.0,6.0,7S,BET,PKA,412,2,8
0.0,0.0,6.0,7S,OOK,TNK,412,2,3
0.0,0.0,6.0,7S,OOK,TNK,412,2,6
0.0,0.0,6.0,7S,OOK,TNK,412,2,8
0.0,0.0,6.0,7S,PKA,BET,412,2,4
0.0,0.0,6.0,7S,PKA,BET,412,2,6
0.0,0.0,6.0,7S,PKA,BET,412,2,7
0.0,0.0,6.0,7S,PKA,BET,412,2,11
0.0,0.0,6.0,7S,PKA,BET,412,2,12
0.0,0.0,6.0,7S,TNC,WAA,412,2,6
0.0,0.0,6.0,7S,TNK,OOK,412,2,6
0.0,0.0,6.0,7S,TNK,OOK,412,2,7
0.0,0.0,6.0,7S,TNK,OOK,412,2,9
0.0,0.0,6.0,7S,WAA,TNC,412,2,11
0.0,0.0,7.0,7S,KTS,TLA,412,2,2
0.0,0.0,7.0,7S,KTS,TLA,412,2,3
0.0,0.0,7.0,7S,KTS,TLA,412,2,5
0.0,0.0,7.0,7S,KTS,TLA,412,2,9
0.0,0.0,7.0,7S,KTS,TLA,412,2,10
0.0,0.0,7.0,7S,OBU,SHG,412,2,3
0.0,0.0,7.0,7S,OBU,SHG,412,2,4
0.0,0.0,7.0,7S,OBU,SHG,412,2,5
0.0,0.0,7.0,7S,OBU,SHG,412,2,6
0.0,0.0,7.0,7S,OBU,SHG,412,2,8
0.0,0.0,7.0,7S,OBU,SHG,412,2,9
0.0,0.0,7.0,7S,OBU,SHG,412,2,11
0.0,0.0,7.0,7S,OBU,SHG,412,2,12
0.0,0.0,7.0,7S,PKA,WNA,412,2,8
0.0,0.0,7.0,7S,SHG,OBU,412,2,2
0.0,0.0,7.0,7S,SHG,OBU,412,2,3
0.0,0.0,7.0,7S,SHG,OBU,412,2,4
0.0,0.0,7.0,7S,SHG,OBU,412,2,5
0.0,0.0,7.0,7S,SHG,OBU,412,2,6
0.0,0.0,7.0,7S,SHG,OBU,412,2,7
0.0,0.0,7.0,7S,SHG,OBU,412,2,8
0.0,0.0,7.0,7S,SHG,OBU,412,2,9
0.0,0.0,7.0,7S,SHG,OBU,412,2,10
0.0,0.0,7.0,7S,SHG,OBU,412,2,11
0.0,0.0,7.0,7S,SHG,OBU,412,2,12
0.0,0.0,7.0,7S,TLA,KTS,412,2,2
0.0,0.0,7.0,7S,TLA,KTS,412,2,8
0.0,0.0,7.0,7S,WNA,PKA,412,2,12
0.0,0.0,8.0,5V,ANC,EDF,218,2,5
0.0,0.0,8.0,5Y,MIA,OPF,626,2,4
0.0,0.0,8.0,5Y,MIA,OPF,626,2,9
0.0,0.0,8.0,5Y,MIA,OPF,626,2,11
0.0,0.0,8.0,5Y,OPF,MIA,614,2,8
0.0,0.0,8.0,5Y,OPF,MIA,626,2,4
0.0,0.0,8.0,5Y,OPF,MIA,626,2,5
0.0,0.0,8.0,5Y,OPF,MIA,626,2,9
0.0,0.0,8.0,5Y,OPF,MIA,626,2,12
0.0,0.0,8.0,7S,BET,WNA,412,2,4
0.0,0.0,8.0,7S,BET,WNA,412,2,8
0.0,0.0,8.0,7S,BET,WNA,412,2,9
0.0,0.0,8.0,7S,BET,WNA,412,2,11
0.0,0.0,8.0,7S,BET,WNA,412,2,12
0.0,0.0,8.0,7S,KUK,ATT,412,2,10
0.0,0.0,8.0,7S,WNA,BET,412,2,4
0.0,0.0,8.0,7S,WNA,BET,412,2,6
0.0,0.0,8.0,7S,WNA,BET,412,2,8
0.0,0.0,8.0,7S,WNA,BET,412,2,9
0.0,0.0,8.0,7S,WNA,BET,412,2,10
0.0,0.0,8.0,7S,WNA,BET,412,2,11
0.0,0.0,8.0,7S,WNA,BET,412,2,12
0.0,0.0,8.0,8C,MIA,OPF,625,2,2
0.0,0.0,8.0,GFQ,MIA,OPF,430,2,2
0.0,0.0,8.0,GFQ,MIA,OPF,430,2,4
0.0,0.0,8.0,GFQ,MIA,OPF,430,2,10
0.0,0.0,8.0,L2,EDF,ANC,556,2,3
0.0,0.0,8.0,N8,EDF,ANC,819,2,11
0.0,0.0,9.0,7S,KKI,AKI,412,2,10
0.0,0.0,9.0,7S,KKI,AKI,412,2,12
0.0,0.0,9.0,7S,KKI,AKI,416,2,12
0.0,0.0,9.0,7S,KKI,KWT,412,2,6
0.0,0.0,9.0,7S,KWT,KKI,412,2,8
0.0,0.0,9.0,KLQ,DTW,YIP,619,2,6
0.0,0.0,9.0,KLQ,DTW,YIP,715,2,2
0.0,0.0,9.0,U7,DTW,YIP,655,2,1
0.0,0.0,9.0,U7,DTW,YIP,655,2,4
0.0,0.0,9.0,U7,DTW,YIP,655,2,9
0.0,0.0,9.0,U7,DTW,YIP,655,2,11
0.0,0.0,9.0,U7,DTW,YIP,655,2,12
0.0,0.0,9.0,U7,DTW,YIP,715,2,11
0.0,0.0,9.0,U7,YIP,DTW,655,2,10
0.0,0.0,9.0,U7,YIP,DTW,655,2,11
0.0,0.0,10.0,7S,AUK,EMK,412,2,1
0.0,0.0,10.0,7S,AUK,EMK,412,2,2
0.0,0.0,10.0,7S,AUK,EMK,412,2,3
0.0,0.0,10.0,7S,AUK,EMK,412,2,4
0.0,0.0,10.0,7S,AUK,EMK,412,2,5
0.0,0.0,10.0,7S,AUK,EMK,412,2,6
0.0,0.0,10.0,7S,AUK,EMK,412,2,7
0.0,0.0,10.0,7S,AUK,EMK,412,2,8
0.0,0.0,10.0,7S,AUK,EMK,412,2,9
0.0,0.0,10.0,7S,AUK,EMK,412,2,10
0.0,0.0,10.0,7S,AUK,EMK,412,2,12
0.0,0.0,10.0,7S,EMK,AUK,412,2,1
0.0,0.0,10.0,7S,EMK,AUK,412,2,2
0.0,0.0,10.0,7S,EMK,AUK,412,2,3
0.0,0.0,10.0,7S,EMK,AUK,412,2,4
0.0,0.0,10.0,7S,EMK,AUK,412,2,5
0.0,0.0,10.0,7S,EMK,AUK,412,2,6
0.0,0.0,10.0,7S,EMK,AUK,412,2,7
0.0,0.0,10.0,7S,EMK,AUK,412,2,8
0.0,0.0,10.0,7S,EMK,AUK,412,2,9
0.0,0.0,10.0,7S,EMK,AUK,412,2,10
0.0,0.0,10.0,7S,EMK,AUK,412,2,11
0.0,0.0,10.0,7S,EMK,AUK,412,2,12
